ID;Imei;Device;
3843;35559601;Sony Ericsson W300i;
3844;35560100;Motorola V1050;
3845;35560200;Motorola V535;
3846;35560300;Motorola V980;
3847;35560400;Motorola V220;
3848;35560500;Motorola V550;
3849;35560600;Motorola V535;
3850;35560700;Motorola V180;
3851;35560800;Motorola M1000;
3852;35560900;Motorola C117;
3853;35561000;Motorola A630;
3854;35561100;Motorola V171;
3855;35561200;Motorola A1000;
3856;35561300;BenQ S80;
3857;35561400;BenQ-Siemens S82;
3858;35561600;LG F2300;
3859;35562100;Samsung n620e;
3860;35562700;CECT 858;
3861;35562900;TCL Mobile 768;
3862;35563200;Siemens TC65;
3863;35563300;Siemens TC63;
3864;35563400;Siemens ES75;
3865;35564001;SonyEricsson W800i;
3866;35564100;Siemens A52;
3867;35564200;Siemens A52;
3868;35564400;NEC e338;
3869;35564600;LG 8180;
3870;35564700;LG U8138C;
3871;35565100;Nokia 6610;
3872;35565200;Nokia 3120;
3873;35565300;Nokia 2600;
3874;35565301;Nokia N70;
3875;35565400;Nokia 1100;
3876;35565500;Nokia 1100;
3877;35565600;Nokia 616;
3878;35565700;Nokia 6170;
3879;35565800;Nokia 6170b;
3880;35565900;Nokia 6681;
3881;35566000;Nokia 6681;
3882;35566100;Nokia 6680;
3883;35566200;Nokia 6682;
3884;35566300;Nokia 3410;
3885;35566400;Nokia 6680;
3886;35566500;Nokia 6230;
3887;35566600;Nokia 6230;
3888;35566700;Nokia 6610i;
3889;35566800;Nokia 3128;
3890;35566900;Nokia 2600;
3891;35567000;Nokia 3100;
3892;35567100;Nokia 2650;
3893;35567200;Nokia 2650;
3894;35567300;Nokia 6100;
3895;35567400;Nokia 2600;
3896;35567500;Vertu Ascent;
3897;35567700;Nokia 6630;
3898;35567800;Nokia 7270;
3899;35567900;Nokia 6170;
3900;35568000;Nokia 3120;
3901;35568100;Nokia 1100;
3902;35568200;Nokia 1100;
3903;35568300;Nokia 6600;
3904;35568400;Nokia 9300;
3905;35568500;Nokia 9300b;
3906;35568600;Nokia 9300;
3907;35568700;Nokia 6021;
3908;35568800;Nokia 6100;
3909;35568900;Nokia 1100;
3910;35569000;Nokia 1100;
3911;35569100;Nokia 1100;
3912;35569200;Nokia 1100;
3913;35569300;Nokia 1100;
3914;35569400;Nokia 3230;
3915;35569500;Nokia 1100;
3916;35569600;Nokia 3108;
3917;35569700;Nokia 3100;
3918;35569800;Nokia 1108;
3919;35569900;Nokia 6600;
3920;35570000;Nokia 7610;
3921;35570400;VKMobile VK900;
3922;35570401;SonyEricsson K800i;
3923;35570500;Panasonic EB-A210;
3924;35570601;Sony Ericson k750i;
3925;35570701;SonyEricsson W550i;
3926;35571400;Samsung X480;
3927;35571600;Motorola V3i;
3928;35572100;FLY X3;
3929;35572300;Samsung X488;
3930;35572500;Nokia N72;
3931;35572600;VKMobile VK800;
3932;35572601;Sagem my150x;
3933;35572801;Sagem my220x;
3934;35573000;Nokia N72;
3935;35573300;Sendo m550;
3936;35573900;Sagem MyX2-2m;
3937;35574100;Sagem Trio;
3938;35574200;Sagem MyX-1W;
3939;35574400;Sagem MyX1-2W Trio;
3940;35574500;Sagem MyX2-2;
3941;35574600;Sagem MyX-1;
3942;35575300;Siemens A62;
3943;35575301;Samsung i710;
3944;35575400;Siemens A62;
3945;35576300;Samsung X460;
3946;35576400;BenQ M315;
3947;35576701;RIM Blackberry 8100;
3948;35576801;RIM Blackberry 8100;
3949;35576901;RIM Blackberry 8800;
3950;35577201;RIM Blackberry 8300;
3951;35577300;SonyEricsson T230;
3952;35577800;Samsung P777;
3953;35578100;Nokia 3310;
3954;35578301;LG g220;
3955;35578501;SonyEricsson W880i;
3956;35578901;Samsung E250/8;
3957;35579200;Siemens SP65;
3958;35579400;Sendo V663;
3959;35579500;SonyEricsson K300;
3960;35579600;SonyEricsson K300i;
3961;35579700;SonyEricsson K300;
3962;35579800;SonyEricsson K300i;
3963;35580100;Motorola V1050;
3964;35580600;Pantech G1000;
3965;35581501;Sagem my411xi;
3966;35582500;Sanyo s750i;
3967;35582600;SonyEricsson P910i;
3968;35582700;SonyEricsson P910i;
3969;35582901;Motorola V3;
3970;35583101;Motorola MOTOQ;
3971;35583801;Motorola W375;
3972;35584301;Motorola L7;
3973;35584401;Motorola C117;
3974;35584501;Motorola L6;
3975;35584801;Motorola K3;
3976;35585001;Motorola W205/8;
3977;35585301;Samsung E250/8;
3978;35585400;Samsung E330;
3979;35587200;Sagem MyC4-2;
3980;35587300;Sagem MyZ-55;
3981;35587500;Sagem MyC3-2;
3982;35587600;Motorola V635;
3983;35587700;Motorola V180;
3984;35587900;Motorola E680;
3985;35588000;Motorola E680;
3986;35588100;Motorola C650/51;
3987;35588200;Motorola E375;
3988;35588300;Motorola C117;
3989;35588400;Motorola V171;
3990;35588500;Motorola E398;
3991;35588600;Motorola Test Model;
3992;35588700;Motorola V220;
3993;35589100;Siemens A57;
3994;35589300;Samsung D500;
3995;35589400;Nokia 7260;
3996;35589600;Samsung E820t;
3997;35589800;Samsung X620c;
3998;35589900;Samsung X640;
3999;35590601;Fly 2040L;
4000;35590900;Samsung Z500;
4001;35591100;Samsung Z300;
4002;35591400;TCL Mobile D308;
4003;35592000;Alcatel C753;
4004;35592900;Siemens A26;
4005;35593200;SonyEricsson T630;
4006;35593300;Sony Ericsson K700i;
4007;35593400;Sony Ericsson K500i;
4008;35593700;NEC N739;
4009;35593800;NEC N1002;
4010;35593900;NEC N1003;
4011;35594000;NEC N8801;
4012;35594100;NEC N736;
4013;35594200;NEC N938;
4014;35594300;NEC N6001;
4015;35594400;NEC N166/169;
4016;35594500;Sagem MyC2-3;
4017;35594600;Samsung 618;
4018;35594900;Siemens A52;
4019;35597000;Samsung E310;
4020;35597401;Samsung c420l;
4021;35598000;Sagem MyX-1-2;
4022;35598100;Nokia 7360;
4023;35598600;Samsung X460;
4024;35598700;Samsung X140;
4025;35598800;SonyEricsson W300;
4026;35599100;SonyEricsson Z800i;
4027;35599700;BenQ Z2;
4028;35599801;Samsung U600/8;
4029;35600000;Samsung E330;
4030;35600300;BenQ m315;
4031;35600900;LG 3310;
4032;35601801;Sony Ericsson K750i;
4033;35601901;SonyEricsson K550i/K750i;
4034;35602000;LG C3400;
4035;35602100;LG C3300;
4036;35602200;LG C3320;
4037;35602400;Samsung D500;
4038;35602500;Samsung X488;
4039;35602700;VK Mobile VK700;
4040;35603001;Samsung E900/8;
4041;35603101;Samsung E250/8;
4042;35603201;Samsung E250/8;
4043;35603501;SonyEricsson K310i;
4044;35603601;SonyEricsson Z310i;
4045;35603800;LG B2000;
4046;35603900;Motorola V535;
4047;35604000;Motorola E378i;
4048;35604100;Motorola C117;
4049;35604200;Motorola V3;
4050;35604300;Motorola V635;
4051;35604500;Motorola V550;
4052;35604600;Motorola E398;
4053;35604700;Motorola C117;
4054;35604900;Motorola C117;
4055;35605000;Motorola V180;
4056;35605100;LG b1200;
4057;35605601;Glofiish X800;
4058;35605700;SonyEricsson T290i;
4059;35605800;SonyEricsson T290i;
4060;35606400;Sendo SND300;
4061;35606500;Samsung D600;
4062;35607100;Alcatel C552;
4063;35607501;Samsung E250;
4064;35607700;Sagem MyX-7;
4065;35607800;TCL Mobile 766;
4066;35608000;Samsung E330 / E338;
4067;35608100;Samsung E630;
4068;35608200;Samsung X488;
4069;35608300;Samsung E700;
4070;35609400;Samsung D500;
4071;35609500;Samsung D500;
4072;35609600;Samsung D500;
4073;35609700;Samsung D500;
4074;35609800;Samsung D500;
4075;35610700;Sagem MyV-56;
4076;35610900;Sagem MyX5-2;
4077;35611100;Sagem MyX6-2;
4078;35611200;Sagem myE77/myV76;
4079;35611700;SonyEricsson K300i;
4080;35611800;SonyEricsson K300;
4081;35611900;SonyEricsson J300i;
4082;35611901;Samsung D900/8;
4083;35612200;NEC N411i;
4084;35612300;NEC N850;
4085;35612400;NEC 338;
4086;35612500;Panasonic X400;
4087;35612600;Samsung E880;
4088;35612700;LG 2100;
4089;35612701;SonyEricsson K810i;
4090;35612901;LG ke970;
4091;35613900;Samsung X138;
4092;35615300;VKMobile 570;
4093;35615500;Samsung E335;
4094;35615700;Samsung E620;
4095;35615800;Samsung E730;
4096;35616000;Samsung E730/8;
4097;35616201;BenQ HERC5A;
4098;35616301;LG TU500;
4099;35616401;BenQ HERC6A;
4100;35616600;Samsung C210;
4101;35616700;Samsung C230;
4102;35616800;Haier  M1000;
4103;35617000;Pantech PG-3200;
4104;35617601;LG KG276;
4105;35617701;SonyEricsson K200i;
4106;35618500;LG F2400;
4107;35618600;LG L342i;
4108;35618700;LG G632;
4109;35618800;Ningbo Bird S789;
4110;35619200;LG 700;
4111;35619400;Sony Ericsson J300i;
4112;35619500;Sony Ericsson J300i;
4113;35619600;Nokia 5140A;
4114;35619601;SonyEricsson w200i;
4115;35619801;Nokia 6300;
4116;35619900;CECT V668;
4117;35620100;Nokia 5140i;
4118;35620200;Nokia 3220;
4119;35620300;Nokia 6681;
4120;35620400;Nokia 6670b;
4121;35620500;Nokia 1100;
4122;35620600;Nokia 1100;
4123;35620700;Nokia 2600;
4124;35620800;Nokia 3220b;
4125;35620900;Nokia 3100;
4126;35621000;Nokia 3120;
4127;35621001;Motorola V1050;
4128;35621100;Nokia E61;
4129;35621300;Nokia E61;
4130;35621400;Nokia 3100;
4131;35621500;Nokia 6020;
4132;35621600;Nokia 8800;
4133;35621700;Nokia HT-2;
4134;35621800;Nokia 7260;
4135;35621900;Nokia E60;
4136;35622200;Nokia E60;
4137;35622300;Nokia 6230i;
4138;35622400;Nokia 3120;
4139;35622500;Nokia 3220;
4140;35622600;Nokia 7260;
4141;35622700;Nokia 6670;
4142;35622800;Nokia 6610i;
4143;35622900;Nokia 3200b;
4144;35623000;Nokia 2600;
4145;35623100;Nokia 2600;
4146;35623200;Nokia 2300;
4147;35623300;Nokia 6021;
4148;35623400;Nokia 1100;
4149;35623500;Nokia 1100;
4150;35623600;Nokia 3220;
4151;35623700;Nokia 1100;
4152;35623800;Nokia 6230;
4153;35623900;Nokia 6230;
4154;35624000;Nokia 6020;
4155;35624100;Nokia 6020;
4156;35624200;Nokia 6020;
4157;35624300;Nokia 6230;
4158;35624400;Nokia 3120b;
4159;35624500;Nokia 3120b;
4160;35624600;Nokia 9300i;
4161;35624700;Nokia 9300i;
4162;35624800;Nokia 9300i;
4163;35625100;Motorola V1050;
4164;35625101;Nokia 6110;
4165;35625200;Motorola V550;
4166;35625201;Nokia 6120;
4167;35625300;Motorola C155;
4168;35625400;Motorola i930;
4169;35625500;Motorola V186;
4170;35625501;Nokia 6120;
4171;35625600;Motorola V180;
4172;35625601;Nokia 6030;
4173;35625700;Motorola V180;
4174;35625701;Nokia 6070;
4175;35625800;Motorola V3;
4176;35625801;Nokia 6080;
4177;35625900;Motorola V550;
4178;35625901;Nokia 2610;
4179;35626000;Motorola V180;
4180;35626001;Nokia N73;
4181;35626100;Motorola V220;
4182;35626101;Nokia 6300;
4183;35626200;Motorola V550;
4184;35626201;Nokia N76;
4185;35626300;Samsung D500;
4186;35626401;Nokia 2626;
4187;35626600;LG G4015;
4188;35626801;Nokia 1112;
4189;35626900;Samsung X450;
4190;35626901;Nokia 1110;
4191;35627000;Siemens C75;
4192;35627001;Nokia N70;
4193;35627100;Siemens C75;
4194;35627200;Siemens C75;
4195;35627201;Nokia 1600;
4196;35627601;Nokia 2310;
4197;35627701;Nokia 3230;
4198;35627801;Nokia 6300;
4199;35627901;Nokia 2330;
4200;35628001;Nokia 1600;
4201;35628101;Nokia 1110;
4202;35628301;Nokia 6233;
4203;35628600;SonyEricsson T630;
4204;35628601;Nokia 7360;
4205;35628701;Nokia 8600;
4206;35628901;Nokia 8600;
4207;35629000;Siemens AX75;
4208;35629101;Nokia 7373;
4209;35629201;Nokia 6070;
4210;35629301;Nokia 6233;
4211;35629401;Nokia N70;
4212;35629501;Nokia N72;
4213;35629701;Nokia 6151;
4214;35629801;Nokia 6131;
4215;35629900;Samsung X475;
4216;35630000;Motorola V3;
4217;35630001;Nokia 5200;
4218;35630600;Nokia N70;
4219;35630700;Motorola V3;
4220;35631200;Siemens TC31i;
4221;35631800;Alcatel E252;
4222;35631900;Alcatel 159;
4223;35632000;Alcatel E-256;
4224;35632600;Sagem MO200;
4225;35632800;Siemens CL75;
4226;35633000;Sony Ericsson K310i;
4227;35633300;Alcatel VLE 5;
4228;35633901;BenQ P21;
4229;35634200;Siemens A70;
4230;35634300;Siemens A70;
4231;35634500;LG MG200c;
4232;35635300;Siemens SL65;
4233;35635400;LG U8310/30;
4234;35635500;LG U8330;
4235;35635701;Sony Ericsson K818;
4236;35636101;Samsung A437;
4237;35636900;LG G262;
4238;35637600;Samsung E728;
4239;35638301;Samsung A717;
4240;35638700;Huawei U526;
4241;35638900;Motorola E1 ROKR;
4242;35639000;Motorola V220;
4243;35639100;Motorola V3;
4244;35639200;Motorola U6;
4245;35639300;Motorola V360;
4246;35639400;Motorola V535;
4247;35639500;Motorola V180;
4248;35639600;Motorola C117;
4249;35639700;Motorola V550;
4250;35639800;Motorola A840;
4251;35639900;Motorola C155;
4252;35640000;Motorola V171;
4253;35640101;Nokia 6300;
4254;35640201;Nokia 1110;
4255;35640300;Panasonic MX6;
4256;35640301;Nokia 1110;
4257;35640400;Panasonic VS3;
4258;35640401;Nokia 1112;
4259;35640501;Nokia 1112;
4260;35640601;Nokia N73;
4261;35640801;Nokia 5300;
4262;35641001;Nokia 6288;
4263;35641101;Nokia 1110;
4264;35641201;Nokia 1112;
4265;35641301;Nokia 1600;
4266;35641401;Nokia 1110;
4267;35641700;Nokia N70;
4268;35641901;Nokia 6290;
4269;35642001;Nokia 1110;
4270;35642201;Nokia 1112;
4271;35642300;Pantech PG3200;
4272;35642301;Nokia Nokia RH-64;
4273;35642400;Siemens M75;
4274;35642401;Nokia 2310;
4275;35642601;BenQ-Siemens M75;
4276;35642700;Siemens CX75;
4277;35642900;Siemens CX75;
4278;35642901;Nokia N76;
4279;35643000;Samsung E340;
4280;35643100;Samsung E300;
4281;35643300;NEC N600i;
4282;35643401;Nokia 3109;
4283;35643501;Nokia 5200;
4284;35643601;Nokia 6300;
4285;35643701;Nokia 6300;
4286;35643801;Nokia N73;
4287;35643900;SonyEricsson T290i;
4288;35643901;Nokia 5200;
4289;35644000;Samsung E315;
4290;35644001;Nokia 7500;
4291;35644601;Nokia 1600;
4292;35645001;Nokia 1110;
4293;35645401;Motorola Z6;
4294;35645500;Samsung S410i;
4295;35645501;Motorola V3i;
4296;35645600;Samsung Z500v;
4297;35645800;Samsung ZM60;
4298;35646001;Motorola C117;
4299;35646100;LG U8210;
4300;35646301;Motorola Z6;
4301;35646601;Motorola V3v/r;
4302;35646700;Siemens A70;
4303;35646800;Siemens A70;
4304;35646801;Motorola Z6;
4305;35646900;BenQ-Siemens A70;
4306;35647000;Siemens A70;
4307;35647001;Motorola C117;
4308;35647100;Siemens A70;
4309;35647200;Siemens A71;
4310;35647201;Motorola K1;
4311;35647300;Siemens A71;
4312;35647400;Siemens A75;
4313;35647600;Motorola V560;
4314;35647601;Sony Ericsson w300i;
4315;35647700;Motorola C117;
4316;35647800;Motorola C117;
4317;35647900;Motorola V3;
4318;35648000;Motorola C117;
4319;35648100;Motorola V235;
4320;35648300;Motorola A760i/68i;
4321;35648400;Motorola C380;
4322;35648500;Motorola V557;
4323;35648600;Motorola V171;
4324;35648700;Motorola C650/51;
4325;35648800;Motorola C117;
4326;35648900;Motorola C650/51;
4327;35649000;Motorola V220;
4328;35649100;Motorola V360v;
4329;35649300;Motorola V635;
4330;35649400;Motorola C117;
4331;35649500;Motorola V550;
4332;35649600;Motorola V220;
4333;35649800;Motorola C117;
4334;35649900;Motorola V220;
4335;35650000;Motorola V3;
4336;35650200;Siemens A75;
4337;35650400;Motorola V635;
4338;35650500;LG MG-105;
4339;35651100;Samsung E530;
4340;35651500;Voxtel vs400;
4341;35651600;Samsung X480;
4342;35652100;Nokia 8800;
4343;35652700;CECT V608;
4344;35653800;LG G1600;
4345;35654100;Samsung X480;
4346;35654200;Motorola V1050;
4347;35655100;Sony Ericsson K750;
4348;35655200;Sony Ericsson K750i;
4349;35655202;SonyEricsson K750i/c;
4350;35655300;Sony Ericsson K750i;
4351;35655400;Sony Ericsson K750i;
4352;35655601;Samsung M300;
4353;35655800;LG B2050;
4354;35656300;Samsung E330;
4355;35656500;Samsung X640;
4356;35656600;Samsung X848;
4357;35657200;SonyEricsson K600;
4358;35657300;SonyEricsson k600i;
4359;35657301;SonyEricsson W810i;
4360;35657600;SonyEricsson D750i;
4361;35657800;NEC N5603;
4362;35657900;NEC N5102;
4363;35658000;NEC N6305;
4364;35658100;Samsung E728;
4365;35658200;Sagem MASV3C;
4366;35658300;Sagem MyZ-5;
4367;35658800;Haier n60;
4368;35658900;Samsung ZV30;
4369;35659400;Siemens A76;
4370;35659800;Ningbo Bird S119;
4371;35660301;Samsung L760;
4372;35661100;Panasonic P902i;
4373;35661200;NEC 902i;
4374;35662400;NEC N600i;
4375;35662700;Nokia 1100;
4376;35662800;Nokia 1100;
4377;35662900;Nokia 6230;
4378;35663000;Nokia 6101;
4379;35663100;Nokia 3100;
4380;35663200;Nokia 6030;
4381;35663300;Nokia N90-1;
4382;35663400;Nokia N90-1;
4383;35663410;Nokia N90;
4384;35663500;Nokia 1600;
4385;35663600;Nokia 1110;
4386;35663700;Nokia 1600;
4387;35663800;Nokia 1110;
4388;35663900;Nokia 6100;
4389;35664000;Nokia 6600;
4390;35664100;Nokia 8800;
4391;35664200;Nokia 6101b;
4392;35664300;Nokia 6120b;
4393;35664400;Nokia 6230i;
4394;35664500;Nokia 6230i;
4395;35664600;Nokia 3220;
4396;35664700;Nokia 3220b;
4397;35664800;Nokia 3200;
4398;35664900;Nokia 3120;
4399;35665000;Nokia 661 Oi;
4400;35665100;Nokia 1100;
4401;35665200;Nokia 1100;
4402;35665300;Nokia 3120;
4403;35665400;Nokia 5140i;
4404;35665500;Nokia 3129;
4405;35665600;Nokia 3200b;
4406;35665700;Nokia 6630;
4407;35665701;Sony Ericsson k550i;
4408;35665800;Nokia 6682;
4409;35665900;Nokia 3220b;
4410;35666000;Nokia 3220b;
4411;35666100;Nokia 6101;
4412;35666200;Nokia 6101;
4413;35666300;Nokia 6102;
4414;35666400;Nokia 3230;
4415;35666500;Nokia 6600;
4416;35666600;Nokia 6670;
4417;35666700;Nokia 6610i;
4418;35666800;Nokia 3220b;
4419;35666900;Nokia 2650;
4420;35667000;Nokia 1100;
4421;35667100;Nokia 1100;
4422;35667200;Nokia 1100;
4423;35667300;Nokia 8801;
4424;35667400;Nokia 2600;
4425;35667500;Nokia 2600;
4426;35667600;Samsung E340/8;
4427;35668200;SonyEricsson W800c;
4428;35668201;SonyEricsson K510i;
4429;35669000;Samsung X640;
4430;35669100;Samsung X640c;
4431;35669200;Samsung X486;
4432;35669700;Samsung X648;
4433;35669800;Nokia 3131/Alcatel S853;
4434;35670000;Haier m1100;
4435;35670200;Siemens S75;
4436;35671000;Sagem My300/1 X;
4437;35671100;Sagem MyX3-2;
4438;35673400;SonyEricsson T610;
4439;35673600;Alcatel C750;
4440;35673800;Panasonic SA6;
4441;35674800;LG U8360;
4442;35675000;Sagem MyC5-2;
4443;35675400;Samsung Z140;
4444;35675500;Samsung Z140;
4445;35676100;Mitac mio a701;
4446;35676300;Siemens A71;
4447;35676500;LG 8330C;
4448;35678000;Samsung X480;
4449;35678100;Samsung X480;
4450;35678200;Samsung X640;
4451;35678500;Ningbo Bird M08;
4452;35678800;NEC el21;
4453;35678900;NEC N1505;
4454;35679000;NEC n343i;
4455;35679300;Ningbo Bird D600;
4456;35679400;Sagem MyV85/MyW8;
4457;35680100;Panasonic VS2;
4458;35680200;Panasonic VS3;
4459;35680300;Panasonic VS7;
4460;35680400;NEC N3602;
4461;35680500;NEC N5505/C2616;
4462;35680900;Pantech PG1210;
4463;35681000;Pantech PG6100;
4464;35681100;Samsung E648;
4465;35681200;Samsung E648;
4466;35681800;Samsung P207;
4467;35681900;Siemens CF62;
4468;35682700;SonyEricsson W800;
4469;35682800;SonyEricsson W800i;
4470;35682900;Sony Ericsson W800i;
4471;35683000;SonyEricsson V600;
4472;35683100;SonyEricsson V600i;
4473;35683301;SonyEricsson S500i;
4474;35683400;Samsung E648;
4475;35683401;SonyEricsson W580i;
4476;35683800;Sony Ericsson K700i;
4477;35683900;SonyEricsson K700;
4478;35684100;SonyEricsson K608i;
4479;35684200;SonyEricsson K608i;
4480;35685100;Motorola V550;
4481;35685200;SonyEricsson w800;
4482;35685300;Motorola E1070;
4483;35685400;Motorola C650/51;
4484;35685500;Motorola C380;
4485;35685600;Motorola E1 ROKR;
4486;35685700;Motorola U6;
4487;35685800;Motorola E1 ROKR;
4488;35685900;Motorola A732;
4489;35686000;Motorola C390;
4490;35686100;Motorola A732;
4491;35686200;Motorola V550;
4492;35686300;Motorola V180;
4493;35686400;Motorola U6;
4494;35686500;Motorola V3;
4495;35686600;Motorola V550;
4496;35686700;Motorola C117;
4497;35686800;Motorola V3;
4498;35686900;Motorola C380;
4499;35687000;Motorola V550;
4500;35687100;Motorola V360;
4501;35687400;Motorola C117;
4502;35687500;Motorola E1 ROKR;
4503;35687601;Motorola MOTOQ;
4504;35687800;Motorola V3;
4505;35687900;Motorola V8;
4506;35687901;Motorola V8;
4507;35688301;Motorola V6;
4508;35688401;Motorola V3xx;
4509;35688700;SonyEricsson W800i;
4510;35688900;Samsung X478;
4511;35688901;Motorola G24;
4512;35689001;Motorola G24E;
4513;35689100;Samsung E638;
4514;35689200;Samsung X140;
4515;35689300;Samsung X700;
4516;35689601;Motorola Z6;
4517;35689701;Motorola C651/F3;
4518;35689801;Motorola C117;
4519;35690001;Samsung E335;
4520;35690100;Samsung E730;
4521;35690900;Siemens CF75;
4522;35691500;Ningbo Bird MP300;
4523;35691600;Ningbo Bird S789+;
4524;35692001;RIM Blackberry 8100;
4525;35692100;Siemens A71;
4526;35693200;Samsung E628;
4527;35693401;Samsung d908i;
4528;35693700;Sony Ericsson T290i;
4529;35693800;Samsung X495;
4530;35693900;Samsung X497;
4531;35694900;Pantech GB3000;
4532;35695201;Nokia 6230;
4533;35695701;Nokia 1600;
4534;35695801;Nokia 1110;
4535;35696001;Nokia 6300;
4536;35696100;Haier M220;
4537;35696201;Nokia N95;
4538;35696301;Nokia N70;
4539;35696400;Samsung X495;
4540;35696500;Samsung X495;
4541;35696601;Nokia N72;
4542;35696801;Nokia 1110i;
4543;35697401;Nokia 3110;
4544;35697701;Nokia 1600;
4545;35697901;Nokia 1110i;
4546;35698301;Nokia N95;
4547;35698400;Pantech PG-1200;
4548;35698900;Samsung 218;
4549;35699000;Samsung E335;
4550;35699001;Nokia Nokia 1112;
4551;35699201;Nokia N70;
4552;35699601;Nokia N95;
4553;35699800;Telit GU1100;
4554;35700800;LG G828;
4555;35701500;TCL Mobile 766;
4556;35701700;Siemens SL75;
4557;35702000;Siemens sL75;
4558;35702400;Samsung E350e;
4559;35702600;Samsung D720;
4560;35703200;BenQ M580;
4561;35703301;SonyEricsson P1i;
4562;35703600;Qtek S200;
4563;35705000;LG U880;
4564;35705100;Nokia 3100;
4565;35705200;Nokia 3120;
4566;35705300;Nokia 2600;
4567;35705400;Nokia 2600;
4568;35705500;Nokia 1100;
4569;35705600;Nokia 1100;
4570;35705700;Nokia 3120;
4571;35705800;Nokia 1100;
4572;35705900;Nokia 6030;
4573;35706000;Nokia 6030;
4574;35706100;Nokia 6630;
4575;35706200;Nokia 6680;
4576;35706300;Nokia 3220;
4577;35706400;Nokia 6101b;
4578;35706500;Nokia 6230i;
4579;35706600;Nokia 6230i;
4580;35706700;Nokia 2300;
4581;35706800;Nokia 6260;
4582;35707000;Nokia 7610;
4583;35707100;Nokia 1600;
4584;35707200;Nokia 1600;
